source,page
Convergent_evolution,Adaptive_radiation
Convergent_evolution,Co-operation_(evolution)
Convergent_evolution,Coevolution
Convergent_evolution,Coextinction
Convergent_evolution,Divergent_evolution
Convergent_evolution,Parallel_evolution
Convergent_evolution,Extinction
Convergent_evolution,Abiogenesis
Convergent_evolution,Evolutionary_history_of_life
French_language,Cameroon
French_language,Canada
French_language,Central_African_Republic
French_language,Chad
French_language,Comoros
French_language,Republic_of_the_Congo
French_language,Democratic_Republic_of_the_Congo
French_language,Djibouti
Northern_Hemisphere,Wet_season
Northern_Hemisphere,Dry_season
Northern_Hemisphere,Coriolis_effect
Northern_Hemisphere,Ocean_gyre
Northern_Hemisphere,Atlantic_Ocean
Northern_Hemisphere,Pacific_Ocean
Northern_Hemisphere,High_pressure
Northern_Hemisphere,Tropical_cyclone
Northern_Hemisphere,Tropical_cyclone
Northern_Hemisphere,Subsolar_point
Northern_Hemisphere,Moon
Northern_Hemisphere,Milky_Way
Century_Dictionary,New_Oxford_American_Dictionary
Century_Dictionary,Oxford_American_Dictionary
Century_Dictionary,Random_House_Webster%27s_Unabridged_Dictionary
Century_Dictionary,Webster%27s_New_World_Dictionary
Century_Dictionary,Webster%27s_Third_New_International_Dictionary
Century_Dictionary,World_Book_Dictionary
Century_Dictionary,British_English
Century_Dictionary,Chambers_Dictionary
Century_Dictionary,Collins_English_Dictionary
Century_Dictionary,Oxford_English_Dictionary
Breton_language,Linguasphere_Observatory
Breton_language,International_Phonetic_Alphabet
Breton_language,Unicode
Breton_language,United_States
Breton_language,Canada
Breton_language,Morbihan
Breton_language,Southwestern_Brittonic_language
Breton_language,Brittonic_languages
Breton_language,Celtic_languages
Breton_language,Brittany
Breton_language,France
Breton_language,Armorica
Breton_language,Britons_(Celtic_people)
Breton_language,Insular_Celtic_language
Breton_language,Cornish_language
Breton_language,Welsh_language
Great_auk,IUCN_Red_List
Great_auk,Taxonomy_(biology)
Great_auk,Animal
Great_auk,Chordate
Great_auk,Bird
Great_auk,Charadriiformes
Welsh_language,List_of_Welsh_dishes
Welsh_language,List_of_restaurants_in_Wales
Welsh_language,Welsh_holidays
Welsh_language,Calennig
Welsh_language,Dydd_Santes_Dwynwen
Welsh_language,G%C5%B5yl_Fair_y_Canhwyllau
Welsh_language,Saint_David%27s_Day
Welsh_language,Calan_Mai
Help:Contents,Main_Page
Help:Contents,Main_Page
Help:Category,Chicken_eyeglasses
Help:Category,Web_widget
Help:Category,JavaScript
Help:Category,Albert_Einstein
Help:Category,Wiki_markup
Help:Category,Lua_(programming_language)
Help:Category,HTML
Auk,Plover
Auk,Wader
Auk,Lari
Auk,Skua
Auk,Year
Auk,Evolutionary_pressure
Auk,Fossil
Auk,Eocene
Auk,Genus
Auk,Miocene
MA_(identifier),Microsoft
MA_(identifier),Web_search_engine
MA_(identifier),Academic_publishing
MA_(identifier),Microsoft_Research
MA_(identifier),Semantic_search
MA_(identifier),Microsoft_Academic_Search
MA_(identifier),Google_Scholar
MA_(identifier),Web_of_Science
MA_(identifier),Scopus
MA_(identifier),Microsoft_Academic_Search
MA_(identifier),Live_Search_Academic
MA_(identifier),List_of_academic_databases_and_search_engines
MA_(identifier),Nature_(journal)
MA_(identifier),ArXiv_(identifier)
LCCN_(identifier),Library_of_Congress
LCCN_(identifier),Library_of_Congress_Classification
LCCN_(identifier),Library_catalog
LCCN_(identifier),Librarian
LCCN_(identifier),Identifier
LCCN_(identifier),Check_digit
LCCN_(identifier),Hyphen
LCCN_(identifier),Accession_number_(library_science)
LCCN_(identifier),Authority_control
LCCN_(identifier),Books_in_the_United_States
LCCN_(identifier),CODEN
LCCN_(identifier),International_Standard_Book_Number
LCCN_(identifier),Library_of_Congress_Subject_Headings
Mya_(unit),Main_Page
Mya_(unit),Main_Page
Penguin,Penguin_(disambiguation)
GND_(identifier),German_National_Library
GND_(identifier),Opera_(web_browser)
Help:Authority_control,Library_catalog
World_Register_of_Marine_Species,Worms_(disambiguation)
Little_penguin,Eudyptula
Little_penguin,Binomial_nomenclature
Little_penguin,Johann_Reinhold_Forster
Little_penguin,Species
Little_penguin,Penguin
Little_penguin,Australia
Little_penguin,New_Zealand
Prehistoric,History_of_writing
Prehistoric,Protohistory
Prehistoric,Post-classical_history
Prehistoric,Modern_history
Prehistoric,Early_modern_period
Prehistoric,Late_modern_period
Prehistoric,Contemporary_history
Prehistoric,Future
Emperor_penguin,Species_description
Emperor_penguin,George_Robert_Gray
Emperor_penguin,Genus
Emperor_penguin,Ancient_Greek
Emperor_penguin,Specific_name_(zoology)
Emperor_penguin,Johann_Reinhold_Forster
Emperor_penguin,James_Cook
Emperor_penguin,Second_voyage_of_James_Cook
Emperor_penguin,King_penguin
Emperor_penguin,Aptenodytes
Emperor_penguin,Fossil
Emperor_penguin,Ridgen%27s_penguin
Subantarctic,Antarctic_Circumpolar_Current
Subantarctic,Thermohaline_circulation
Subantarctic,Climate
Subantarctic,Thermohaline_circulation
Subantarctic,Climate
Subantarctic,Ocean_current
Oxford_English_Dictionary,James_Murray_(lexicographer)
Oxford_English_Dictionary,William_Chester_Minor
Oxford_English_Dictionary,Schizophrenia
Oxford_English_Dictionary,American_Civil_War
Oxford_English_Dictionary,Broadmoor_Hospital
Oxford_English_Dictionary,The_Surgeon_of_Crowthorne
Oxford_English_Dictionary,The_Professor_and_the_Madman_(film)
Oxford_English_Dictionary,Mel_Gibson
Oxford_English_Dictionary,Sean_Penn
American_Heritage_Dictionary,Corpus_linguistics
American_Heritage_Dictionary,Prescription_and_description
American_Heritage_Dictionary,Prescription_and_description
American_Heritage_Dictionary,Brown_Corpus
American_Heritage_Dictionary,Brown_University
American_Heritage_Dictionary,Henry_Ku%C4%8Dera
American_Heritage_Dictionary,Isaac_Asimov
Spanish_language,List_of_countries_where_Spanish_is_an_official_language
Spanish_language,Andorra
Spanish_language,Belize
Spanish_language,Gibraltar
Spanish_language,United_States
Spanish_language,List_of_countries_where_Spanish_is_an_official_language
Spanish_language,Philippines
Spanish_language,Sahrawi_Arab_Democratic_Republic
Spanish_language,Aruba
Spanish_language,Caribbean_Netherlands
Spanish_language,Cura%C3%A7ao
Convergent_evolution,Timeline_of_the_evolutionary_history_of_life
Convergent_evolution,Human_evolution
Convergent_evolution,Phylogenetic_tree
Convergent_evolution,Biodiversity
Convergent_evolution,Biogeography
Convergent_evolution,Taxonomy_(biology)
Convergent_evolution,Evolutionary_taxonomy
Convergent_evolution,Cladistics
French_language,Equatorial_Guinea
French_language,France
French_language,Gabon
French_language,Guinea
Northern_Hemisphere,Arctic_Ocean
Northern_Hemisphere,North%E2%80%93South_divide_(disambiguation)
Northern_Hemisphere,Bibcode_(identifier)
Northern_Hemisphere,Doi_(identifier)
Northern_Hemisphere,S2CID_(identifier)
Northern_Hemisphere,ABC-CLIO
Northern_Hemisphere,ISBN_(identifier)
Northern_Hemisphere,Earth
Northern_Hemisphere,United_Nations_geoscheme
Century_Dictionary,Concise_Oxford_English_Dictionary
Century_Dictionary,Compact_Oxford_English_Dictionary_of_Current_English
Century_Dictionary,Shorter_Oxford_English_Dictionary
Century_Dictionary,Historical_Thesaurus_of_English
Century_Dictionary,Oxford_Dictionary_of_English
Century_Dictionary,Penguin_English_Dictionary
Century_Dictionary,Canadian_English
Breton_language,Cumbric_language
Breton_language,Western_Brittonic_languages
Breton_language,Red_Book_of_Endangered_Languages
Breton_language,Linguistic_boundary_of_Brittany
Breton_language,Lower_Brittany
Breton_language,Plouha
Breton_language,Saint-Brieuc
Breton_language,La_Roche-Bernard
Great_auk,Auk
Great_auk,Pierre_Joseph_Bonnaterre
Great_auk,Binomial_nomenclature
Great_auk,Carl_Linnaeus
Great_auk,10th_edition_of_Systema_Naturae
Great_auk,Synonym_(taxonomy)
Great_auk,Morten_Thrane_Br%C3%BCnnich
Welsh_language,Gathering_Day
Welsh_language,Calan_Gaeaf
Welsh_language,G%C5%B5yl_Mabsant
Welsh_language,Eisteddfod
Welsh_language,Religion_in_Wales
Welsh_language,Art_of_Wales
Welsh_language,Literature_of_Wales
Welsh_language,Welsh-language_literature
National_Center_for_Biotechnology_Information,NCBI_(disambiguation)
National_Biodiversity_Network,United_Kingdom
Integrated_Taxonomic_Information_System,Integrated_Transport_Information_System
Interim_Register_of_Marine_and_Nonmarine_Genera,Ostend
Help:Category,Cascading_Style_Sheets
Help:Category,Main_Page
Help:Category,Main_Page
Auk,Hydrotherikornis
Auk,Eocene
Auk,Petralca
Auk,Oligocene
Auk,Pliocene
Auk,California
Auk,Maryland
Auk,Genus
Auk,Mancallinae
Auk,Pleistocene
MA_(identifier),Bibcode_(identifier)
MA_(identifier),Doi_(identifier)
MA_(identifier),S2CID_(identifier)
MA_(identifier),ArXiv_(identifier)
MA_(identifier),Doi_(identifier)
MA_(identifier),S2CID_(identifier)
MA_(identifier),ArXiv_(identifier)
MA_(identifier),Bibcode_(identifier)
LCCN_(identifier),Wikidata
LCCN_(identifier),Wayback_Machine
LCCN_(identifier),Authority_control
LCCN_(identifier),AAG_(identifier)
LCCN_(identifier),ACM_DL_(identifier)
Penguin,Danian
Penguin,Holocene
Penguin,Megaannum
Penguin,Precambrian
Penguin,Cambrian
Penguin,Ordovician
Penguin,Silurian
Penguin,Devonian
GND_(identifier),German_National_Library
GND_(identifier),German_language
GND_(identifier),Authority_file
GND_(identifier),Library_catalog
GND_(identifier),Documentation
Help:Authority_control,MusicBrainz
Help:Authority_control,Authority_control
Help:Authority_control,Alexander_Graham_Bell
Help:Authority_control,GND_(identifier)
Help:Authority_control,ISNI_(identifier)
Help:Authority_control,LCCN_(identifier)
Help:Authority_control,VIAF_(identifier)
Help:Authority_control,WorldCat_Identities_(identifier)
Help:Authority_control,Library_of_Congress_Control_Number
World_Register_of_Marine_Species,Ostend
World_Register_of_Marine_Species,Belgium
World_Register_of_Marine_Species,Taxonomic_database
World_Register_of_Marine_Species,Marine_organism
World_Register_of_Marine_Species,Taxonomist
World_Register_of_Marine_Species,Synonym_(taxonomy)
Little_penguin,Chile
Little_penguin,Slate
Little_penguin,M%C4%81ori_language
Little_penguin,Naturalist
Little_penguin,Johann_Reinhold_Forster
Little_penguin,Subspecies
Prehistoric,Holocene
Emperor_penguin,Pliocene
Emperor_penguin,Basal_(phylogenetics)
Emperor_penguin,Mitochondria
Emperor_penguin,Cell_nucleus
Emperor_penguin,DNA
Emperor_penguin,Sexual_dimorphism
Emperor_penguin,Ratite
Emperor_penguin,Avian_incubation
Emperor_penguin,Dorsum_(biology)
Emperor_penguin,Ear
Emperor_penguin,Down_feather
Emperor_penguin,Albinism_in_biology
Subantarctic,48th_parallel_south
Subantarctic,58th_parallel_south
Subantarctic,42nd_parallel_south
Subantarctic,Antarctic_Circumpolar_Current
Subantarctic,Ocean_current
Subantarctic,Southern_Ocean
Subantarctic,Oceanic_basin
Subantarctic,Sverdrup
Subantarctic,Thermohaline_circulation
Subantarctic,Climate
Subantarctic,Biodiversity
Subantarctic,Antarctic_Bottom_Water
Subantarctic,Halothermal_circulation
Oxford_English_Dictionary,James_Murray_(lexicographer)
Oxford_English_Dictionary,Philological_Society
Oxford_English_Dictionary,Cambridge_University_Press
Oxford_English_Dictionary,Oxford_University_Press
Oxford_English_Dictionary,Philological_Society
Oxford_English_Dictionary,Corrugated_iron
Oxford_English_Dictionary,Scriptorium
Oxford_English_Dictionary,Liberal_arts_college
American_Heritage_Dictionary,Barbara_Kingsolver
American_Heritage_Dictionary,David_Foster_Wallace
American_Heritage_Dictionary,Eudora_Welty
American_Heritage_Dictionary,Rita_Dove
American_Heritage_Dictionary,Galway_Kinnell
American_Heritage_Dictionary,Mary_Oliver
American_Heritage_Dictionary,Robert_Pinsky
American_Heritage_Dictionary,Terrence_McNally
American_Heritage_Dictionary,Marsha_Norman
American_Heritage_Dictionary,Liane_Hansen
American_Heritage_Dictionary,Susan_Stamberg
American_Heritage_Dictionary,Harold_Bloom
American_Heritage_Dictionary,"William_F._Buckley,_Jr."
Spanish_language,African_Union
Spanish_language,Association_of_Caribbean_States
Spanish_language,Caribbean_Community
Convergent_evolution,Transitional_fossil
Convergent_evolution,Extinction_event
French_language,Haiti
French_language,Ivory_Coast
Northern_Hemisphere,Subregion
Northern_Hemisphere,Africa
Northern_Hemisphere,Central_Africa
Northern_Hemisphere,Guinea_(region)
Northern_Hemisphere,Gulf_of_Guinea
Northern_Hemisphere,Cape_Lopez
Century_Dictionary,Canadian_Oxford_Dictionary
Century_Dictionary,Dictionary_of_Canadianisms_on_Historical_Principles
Century_Dictionary,Dictionary_of_Newfoundland_English
Century_Dictionary,Gage_Canadian_Dictionary
Century_Dictionary,List_of_Canadian_English_dictionaries
Century_Dictionary,Australian_English
Breton_language,Vannes
Breton_language,Armorica
Breton_language,Galicia_(Spain)
Breton_language,Bourgeoisie
Breton_language,French_language
Breton_language,Duchy_of_Brittany
Breton_language,Latin
Great_auk,"Georges-Louis_Leclerc,_Comte_de_Buffon"
Great_auk,Johann_Reinhold_Forster
Great_auk,Species
Great_auk,Flightless_bird
Great_auk,Auk
Great_auk,Bird_extinction
Great_auk,Genus
Welsh_language,Welsh_literature_in_English
Welsh_language,Medieval_Welsh_literature
Welsh_language,List_of_Welsh_language_authors
Welsh_language,List_of_Welsh_language_poets_(6th_century_to_c.1600)
Welsh_language,Theatre_of_Wales
Welsh_language,Music_of_Wales
Welsh_language,Cerdd_Dant
Welsh_language,Crwth
National_Center_for_Biotechnology_Information,"Bethesda,_Maryland"
National_Center_for_Biotechnology_Information,United_States_of_America
National_Center_for_Biotechnology_Information,Geographic_coordinate_system
National_Biodiversity_Network,Biodiversity
National_Biodiversity_Network,UK
National_Biodiversity_Network,Ireland
National_Biodiversity_Network,Dataset
National_Biodiversity_Network,Biological_recording
National_Biodiversity_Network,Wikidata
National_Biodiversity_Network,American_Birding_Association
National_Biodiversity_Network,Animal_Diversity_Web
National_Biodiversity_Network,Australian_Faunal_Directory
Integrated_Taxonomic_Information_System,Itis_(disambiguation)
Integrated_Taxonomic_Information_System,Taxonomy_(biology)
Integrated_Taxonomic_Information_System,Species
Integrated_Taxonomic_Information_System,Federal_government_of_the_United_States
Integrated_Taxonomic_Information_System,Canada
Integrated_Taxonomic_Information_System,Mexico
Integrated_Taxonomic_Information_System,Smithsonian_National_Museum_of_Natural_History
Integrated_Taxonomic_Information_System,US_Geological_Survey
Integrated_Taxonomic_Information_System,Database
Integrated_Taxonomic_Information_System,Biodiversity_informatics
Integrated_Taxonomic_Information_System,English_language
Integrated_Taxonomic_Information_System,French_language
Integrated_Taxonomic_Information_System,Spanish_language
Interim_Register_of_Marine_and_Nonmarine_Genera,Belgium
Interim_Register_of_Marine_and_Nonmarine_Genera,Tony_Rees_(scientist)
Interim_Register_of_Marine_and_Nonmarine_Genera,Commonwealth_Scientific_and_Industrial_Research_Organisation
Interim_Register_of_Marine_and_Nonmarine_Genera,Flanders_Marine_Institute
Interim_Register_of_Marine_and_Nonmarine_Genera,Taxonomic_database
Interim_Register_of_Marine_and_Nonmarine_Genera,Genus
Auk,Miomancalla_howardae
Auk,Razorbill
Auk,Ecology
Auk,Mitochondrial_DNA
Auk,Cytochrome_b
Auk,Nucleic_acid_sequence
Auk,Allozyme
Auk,Synthliboramphus
Auk,Glacier
MA_(identifier),Doi_(identifier)
MA_(identifier),S2CID_(identifier)
MA_(identifier),Wikidata
MA_(identifier),Authority_control
MA_(identifier),AAG_(identifier)
MA_(identifier),ACM_DL_(identifier)
MA_(identifier),ADB_(identifier)
MA_(identifier),AGSA_(identifier)
MA_(identifier),Autores.uy_(identifier)
MA_(identifier),AWR_(identifier)
MA_(identifier),BALaT_(identifier)
INaturalist,Citizen_science
Global_Biodiversity_Information_Facility,International_organisation
Fossilworks,John_Alroy
LCCN_(identifier),ADB_(identifier)
LCCN_(identifier),AGSA_(identifier)
LCCN_(identifier),Autores.uy_(identifier)
LCCN_(identifier),AWR_(identifier)
LCCN_(identifier),BALaT_(identifier)
LCCN_(identifier),BIBSYS_(identifier)
EPPO_Code,European_and_Mediterranean_Plant_Protection_Organization
Penguin,Carboniferous
Penguin,Permian
Penguin,Triassic
Penguin,Jurassic
Penguin,Cretaceous
Penguin,Paleogene
Penguin,Neogene
Penguin,Cretaceous
Penguin,Chinstrap_penguin
Penguin,Taxonomy_(biology)
Penguin,Animal
Penguin,Chordate
Penguin,Bird
GND_(identifier),Library
GND_(identifier),Archive
GND_(identifier),Museum
GND_(identifier),German_National_Library
GND_(identifier),German-speaking_Europe
GND_(identifier),CC0
GND_(identifier),Library_classification
GND_(identifier),Ontology_(computer_science)
GND_(identifier),Knowledge_representation
GND_(identifier),Semantic_web
GND_(identifier),Resource_Description_Framework
GND_(identifier),LIBRIS
GND_(identifier),Wayback_Machine
Help:Authority_control,International_Standard_Name_Identifier
Help:Authority_control,WorldCat
Help:Authority_control,Union_catalog
Help:Authority_control,Library_of_Congress_Control_Number
Help:Authority_control,LIBRIS
World_Register_of_Marine_Species,MarBEF_Data_System
World_Register_of_Marine_Species,European_Union
World_Register_of_Marine_Species,Flanders_Marine_Institute
World_Register_of_Marine_Species,Ostend
Little_penguin,Holotype
Little_penguin,Museum_of_New_Zealand_Te_Papa_Tongarewa
Little_penguin,White-flippered_penguin
Little_penguin,Morph_(zoology)
Little_penguin,Otago
Little_penguin,South_Island
Little_penguin,Specific_name_(zoology)
Little_penguin,Mitochondria
Prehistoric,Human_history
Prehistoric,Stone_tools
Prehistoric,Hominin
Prehistoric,Writing_system
Prehistoric,Sumer
Emperor_penguin,Fledge
Emperor_penguin,Moult
Emperor_penguin,Frequency_band
Emperor_penguin,Dermal
Emperor_penguin,Down_feather
Emperor_penguin,Thermoregulation
Emperor_penguin,Core_temperature
Emperor_penguin,Glucagon
Subantarctic,Density_gradient
Subantarctic,Evaporation
Subantarctic,Water_mass
Subantarctic,Southern_Ocean
Subantarctic,Water_mass
Subantarctic,Subantarctic_Mode_Water
Subantarctic,Antarctic_Intermediate_Water
Subantarctic,Primary_production
Subantarctic,Antarctic_krill
Oxford_English_Dictionary,Francis_March
Oxford_English_Dictionary,Shilling
Oxford_English_Dictionary,Penny_(British_pre-decimal_coin)
Oxford_English_Dictionary,Mill_Hill
Oxford_English_Dictionary,"Oxford,_England"
Oxford_English_Dictionary,Oxford
Oxford_English_Dictionary,James_Murray_(lexicographer)
Oxford_English_Dictionary,Philip_Lyttelton_Gell
Oxford_English_Dictionary,Henry_Bradley
American_Heritage_Dictionary,Robert_J._Samuelson
American_Heritage_Dictionary,Anne_Curzan
American_Heritage_Dictionary,Steven_Pinker
American_Heritage_Dictionary,Calvert_Watkins
American_Heritage_Dictionary,Garrison_Keillor
American_Heritage_Dictionary,David_Sedaris
American_Heritage_Dictionary,Alison_Bechdel
American_Heritage_Dictionary,Style_guide
American_Heritage_Dictionary,The_Sense_of_Style
Spanish_language,Community_of_Latin_American_and_Caribbean_States
Spanish_language,European_Union
Spanish_language,Latin_American_Integration_Association
Spanish_language,Latin_American_Parliament
Spanish_language,Mercosur
Spanish_language,Organization_for_Security_and_Co-operation_in_Europe
Spanish_language,Organization_of_American_States
Convergent_evolution,History_of_evolutionary_thought
Convergent_evolution,Evolutionary_ideas_of_the_Renaissance_and_Enlightenment
Convergent_evolution,Transmutation_of_species
Convergent_evolution,Charles_Darwin
Convergent_evolution,On_the_Origin_of_Species
Convergent_evolution,The_eclipse_of_Darwinism
Convergent_evolution,Modern_synthesis_(20th_century)
Convergent_evolution,History_of_molecular_evolution
Convergent_evolution,Evolutionary_developmental_biology
French_language,Lebanon
French_language,Luxembourg
French_language,Madagascar
French_language,Mali
French_language,Monaco
French_language,Niger
French_language,Rwanda
French_language,Senegal
French_language,Seychelles
French_language,Switzerland
Northern_Hemisphere,Mayombe
Northern_Hemisphere,Igboland
Northern_Hemisphere,Mbaise
Northern_Hemisphere,Pool_Malebo
Northern_Hemisphere,Congo_Basin
Northern_Hemisphere,Chad_Basin
Northern_Hemisphere,Cameroonian_Highlands_forests
Century_Dictionary,The_Australian_National_Dictionary
Century_Dictionary,Australian_Oxford_Dictionary
Century_Dictionary,Macquarie_Dictionary
Century_Dictionary,List_of_online_dictionaries
Century_Dictionary,Collaborative_International_Dictionary_of_English
Breton_language,Breton_literature
Breton_language,Philosophy
Breton_language,Minority_language
Breton_language,Languages_of_France
Breton_language,French_Revolution
Breton_language,Patois
Breton_language,Reactionary
Breton_language,Monarchy
Great_auk,Penguin
Great_auk,North_Atlantic
Great_auk,Miomancalla
Great_auk,Beak
Great_auk,Atlantic_menhaden
Great_auk,Capelin
Great_auk,Crustacean
Great_auk,Maritime_Archaic
Great_auk,Down_feather
Great_auk,Eldey
Welsh_language,Cymanfa_Ganu
Welsh_language,Cynghanedd
Welsh_language,C%C3%A9ilidh
Welsh_language,Pibgorn_(instrument)
Welsh_language,Tabor_(instrument)
National_Center_for_Biotechnology_Information,United_States_National_Library_of_Medicine
National_Center_for_Biotechnology_Information,National_Institutes_of_Health
National_Center_for_Biotechnology_Information,United_States
National_Center_for_Biotechnology_Information,"Bethesda,_Maryland"
National_Biodiversity_Network,AlgaeBase
National_Biodiversity_Network,AmphibiaWeb
National_Biodiversity_Network,AntWeb
National_Biodiversity_Network,Australian_Plant_Name_Index
National_Biodiversity_Network,ARKive
National_Biodiversity_Network,Amphibian_Species_of_the_World
National_Biodiversity_Network,Australian_online_fauna_%26_flora_databases
National_Biodiversity_Network,Australian_online_fauna_%26_flora_databases
National_Biodiversity_Network,BacDive
Integrated_Taxonomic_Information_System,Portuguese_language
Integrated_Taxonomic_Information_System,Species_2000
Integrated_Taxonomic_Information_System,Catalogue_of_Life
Integrated_Taxonomic_Information_System,Encyclopedia_of_Life
Integrated_Taxonomic_Information_System,Creative_Commons
Integrated_Taxonomic_Information_System,National_Oceanographic_Data_Center
Integrated_Taxonomic_Information_System,National_Oceanic_and_Atmospheric_Administration
Integrated_Taxonomic_Information_System,Scientific_literature
Integrated_Taxonomic_Information_System,Agriculture_and_Agri-Food_Canada
Integrated_Taxonomic_Information_System,Comisi%C3%B3n_Nacional_para_el_Conocimiento_y_Uso_de_la_Biodiversidad
Interim_Register_of_Marine_and_Nonmarine_Genera,Biodiversity_Informatics
Interim_Register_of_Marine_and_Nonmarine_Genera,Genus
Interim_Register_of_Marine_and_Nonmarine_Genera,Species
Interim_Register_of_Marine_and_Nonmarine_Genera,Kingdom_(biology)
Interim_Register_of_Marine_and_Nonmarine_Genera,Marine_habitats
Interim_Register_of_Marine_and_Nonmarine_Genera,Extant_taxon
Interim_Register_of_Marine_and_Nonmarine_Genera,Fossil
Interim_Register_of_Marine_and_Nonmarine_Genera,Nomenclator_Zoologicus
Interim_Register_of_Marine_and_Nonmarine_Genera,Data_structure
Interim_Register_of_Marine_and_Nonmarine_Genera,Biodiversity_informatics
Interim_Register_of_Marine_and_Nonmarine_Genera,Darwin_Core_Archive
Interim_Register_of_Marine_and_Nonmarine_Genera,Homonym_(biology)
Auk,Krill
Auk,Upwelling
Auk,Pliocene
Auk,Alcidae
MA_(identifier),BIBSYS_(identifier)
MA_(identifier),Bildindex_(identifier)
MA_(identifier),BNC_(identifier)
MA_(identifier),BNE_(identifier)
MA_(identifier),BNF_(identifier)
MA_(identifier),Botanist_(identifier)
INaturalist,California_Academy_of_Sciences
INaturalist,National_Geographic_Society
INaturalist,Registered_user
INaturalist,Social_networking_service
INaturalist,Naturalist
INaturalist,Citizen_science
INaturalist,Biologist
INaturalist,Biodiversity
INaturalist,Mobile_app
INaturalist,Open_data
Global_Biodiversity_Information_Facility,Biodiversity
Global_Biodiversity_Information_Facility,Internet
Global_Biodiversity_Information_Facility,Web_services
Global_Biodiversity_Information_Facility,Sustainable_development
Global_Biodiversity_Information_Facility,Informatics
Global_Biodiversity_Information_Facility,Ecosystem
Global_Biodiversity_Information_Facility,Geographic_information_system
Global_Biodiversity_Information_Facility,Catalogue_of_Life
Global_Biodiversity_Information_Facility,Biodiversity_Information_Standards
Fossilworks,John_Alroy
Fossilworks,Paleobiology_Database
Fossilworks,Macquarie_University
Fossilworks,Wikidata
Fossilworks,American_Birding_Association
Fossilworks,Animal_Diversity_Web
Fossilworks,Australian_Faunal_Directory
Fossilworks,AlgaeBase
Fossilworks,AmphibiaWeb
Fossilworks,AntWeb
Fossilworks,Australian_Plant_Name_Index
Fossilworks,ARKive
LCCN_(identifier),Bildindex_(identifier)
LCCN_(identifier),BNC_(identifier)
LCCN_(identifier),BNE_(identifier)
LCCN_(identifier),BNF_(identifier)
LCCN_(identifier),Botanist_(identifier)
LCCN_(identifier),BPN_(identifier)
LCCN_(identifier),CANTIC_(identifier)
LCCN_(identifier),CiNii_(identifier)
LCCN_(identifier),CWGC_(identifier)
LCCN_(identifier),DAAO_(identifier)
LCCN_(identifier),DBLP_(identifier)
LCCN_(identifier),DIB_(identifier)
LCCN_(identifier),DSI_(identifier)
LCCN_(identifier),FNZA_(identifier)
LCCN_(identifier),GND_(identifier)
EPPO_Code,Encoding
EPPO_Code,European_and_Mediterranean_Plant_Protection_Organization
EPPO_Code,Organism
EPPO_Code,Plant
EPPO_Code,Pest_(organism)
EPPO_Code,Pathogen
EPPO_Code,Agriculture
EPPO_Code,Crop_protection
EPPO_Code,Database
EPPO_Code,Vernacular_name
Penguin,Austrodyptornithes
Penguin,Richard_Bowdler_Sharpe
Penguin,Charles_Lucien_Jules_Laurent_Bonaparte
Penguin,Genus
Penguin,Aptenodytes
Penguin,Eudyptes
Penguin,Eudyptula
Penguin,Megadyptes
Penguin,Pygoscelis
Penguin,Spheniscus
Penguin,Order_(biology)
GND_(identifier),Wikidata
GND_(identifier),Authority_control
GND_(identifier),AAG_(identifier)
GND_(identifier),ACM_DL_(identifier)
GND_(identifier),ADB_(identifier)
GND_(identifier),AGSA_(identifier)
GND_(identifier),Autores.uy_(identifier)
GND_(identifier),AWR_(identifier)
GND_(identifier),BALaT_(identifier)
GND_(identifier),BIBSYS_(identifier)
GND_(identifier),Bildindex_(identifier)
GND_(identifier),BNC_(identifier)
GND_(identifier),BNE_(identifier)
Help:Authority_control,National_Library_of_Sweden
Help:Authority_control,ORCID
Help:Authority_control,Authority_control
Help:Authority_control,Main_Page
Help:Authority_control,Main_Page
World_Register_of_Marine_Species,Global_Biodiversity_Information_Facility
World_Register_of_Marine_Species,Encyclopedia_of_Life
World_Register_of_Marine_Species,Census_of_Marine_Life
World_Register_of_Marine_Species,Interim_Register_of_Marine_and_Nonmarine_Genera
World_Register_of_Marine_Species,Global_Biodiversity_Information_Facility
World_Register_of_Marine_Species,AlgaeBase
Little_penguin,Cell_nucleus
Little_penguin,Bird_ringing
Little_penguin,List_of_little_penguin_colonies
Little_penguin,Chatham_Islands
Little_penguin,Babel_Island
Little_penguin,New_South_Wales
Little_penguin,Victoria_(Australia)
Little_penguin,Tasmania
Little_penguin,South_Australia
Prehistoric,Mesopotamia
Prehistoric,Indus_valley_civilization
Prehistoric,Ancient_Egypt
Prehistoric,Bronze_Age
Prehistoric,Iron_Age
Prehistoric,Three-age_system
Prehistoric,Stone_Age
Prehistoric,Eurasia
Prehistoric,North_Africa
Emperor_penguin,American_Museum_of_Natural_History
Emperor_penguin,Barotrauma
Emperor_penguin,Haemoglobin
Emperor_penguin,Myoglobin
Emperor_penguin,66th_parallel_south
Emperor_penguin,77th_parallel_south
Emperor_penguin,Dion_Islands
Emperor_penguin,Antarctic_Peninsula
Subantarctic,Climatology
Subantarctic,Biology
Subantarctic,Hydrology
Subantarctic,Antarctic_Treaty_System
Subantarctic,60th_parallel_south
Subantarctic,Politics
Subantarctic,Ice_shelf
Subantarctic,List_of_Antarctic_and_Subantarctic_islands
Subantarctic,Antarctica
Subantarctic,Beagle_Channel
Subantarctic,55th_parallel_south
