source,target
Flight_feather,Angle_of_attack
Season,Simoom
Season,Haboob
Season,Monsoon
Season,Amihan
Season,Gale
Season,Sirocco
Season,Firestorm
Axial_tilt,Sharaf_al-D%C4%ABn_al-T%C5%ABs%C4%AB
Axial_tilt,Georg_Purbach
Axial_tilt,Regiomontanus
Axial_tilt,Bernhard_Walther
Axial_tilt,Earth%27s_orbit
Axial_tilt,Hemispheres_of_the_Earth
Axial_tilt,Summer
Axial_tilt,Northern_hemisphere
Axial_tilt,Climate_change_(general_concept)
Earth%27s_orbit,Solstice
Earth%27s_orbit,Equinox
Earth%27s_orbit,Winter_solstice
Earth%27s_orbit,Perihelion_and_aphelion
Earth%27s_orbit,Precession_(astronomy)
Earth%27s_orbit,Milankovitch_cycles
Earth%27s_orbit,Hill_sphere
Earth%27s_orbit,Gravity
Chordate,Acorn_worm
Chordate,Echinoderm
Chordate,Superclass_(biology)
Chordate,Osteichthyes
Chordate,Fossil
Chordate,Cambrian_explosion
Taxonomy_(biology),Applications_of_evolution
Taxonomy_(biology),Biosocial_criminology
Taxonomy_(biology),Ecological_genetics
Taxonomy_(biology),Evolutionary_aesthetics
Taxonomy_(biology),Evolutionary_anthropology
Taxonomy_(biology),Evolutionary_computation
Taxonomy_(biology),Evolutionary_ecology
Taxonomy_(biology),Evolutionary_economics
Family_(biology),Infraphylum
Family_(biology),Microphylum
Family_(biology),Legion_(taxonomy)
Family_(biology),Cohort_(taxonomy)
Family_(biology),Section_(biology)
Family_(biology),Superfamily_(taxonomy)
Family_(biology),Supertribe
Family_(biology),Tribe_(biology)
Family_(biology),Subtribe
Family_(biology),Subgenus
Emperor_penguin,American_Museum_of_Natural_History
Emperor_penguin,Haemoglobin
Emperor_penguin,Myoglobin
Emperor_penguin,66th_parallel_south
Emperor_penguin,77th_parallel_south
Emperor_penguin,Dion_Islands
Emperor_penguin,Taylor_Glacier
Great_auk,Razorbill
Great_auk,Little_auk
Great_auk,Sister_species
Great_auk,Xantus%27s_murrelet
Great_auk,Guillemot
Great_auk,Pliocene
Great_auk,Naturalis_Biodiversity_Center
Great_auk,Cladogram
Great_auk,Alle_alle
Orbital_period,Lissajous_orbit
Orbital_period,Lyapunov_stability
Orbital_period,Aerospace_engineering
Orbital_period,Mass_ratio
Orbital_period,Payload_fraction
Orbital_period,Propellant_mass_fraction
Orbital_period,Tsiolkovsky_rocket_equation
Orbital_period,Gravity_assist
Orbital_period,Oberth_effect
Standard_time,Contiguous_United_States
Standard_time,Greenwich_Mean_Time
Standard_time,American_Railway_Association
Standard_time,Chicago
Standard_time,Grand_Pacific_Hotel_(Chicago)
Standard_time,Intercolonial_Railway
Standard_time,New_Brunswick
Danian,Puercan
Danian,Torrejonian
Danian,North_American_land_mammal_ages
Danian,Asian_land_mammal_ages
Danian,Mammal_Paleogene_zones
Danian,Dinosaur
Danian,Ankalagon_saurognathus
Danian,Neornithes
Ordovician,Arenig
Ordovician,Llandeilo_Group
Ordovician,Caradoc_Series
Ordovician,Stage_(stratigraphy)
Ordovician,Epoch_(geology)
Ordovician,Caradoc_series
Ordovician,Whiterock_Stage
Ordovician,Equator
Ordovician,Latitude
Ordovician,South_Pole
Carboniferous,Silesian_(series)
Carboniferous,Namurian
Carboniferous,Westphalian_(stage)
Carboniferous,Stephanian_(stage)
Carboniferous,Carboniferous_Limestone
Carboniferous,Millstone_Grit
Carboniferous,Coal_Measures
Bird,Neognathae
Bird,Galloanserae
Bird,Galliformes
Bird,Anseriformes
Bird,Maastrichtian
Bird,Neoaves
Bird,Phoenicopteriformes
Bird,Podicipediformes
Bird,Columbiformes
Silurian,Mammal
Silurian,Aves
Silurian,Primate
Silurian,Early_Earth
Silurian,Age_of_Earth
Silurian,Origin_of_water_on_Earth
Penguin_(disambiguation),SS_Penguin
Penguin_(disambiguation),MacCready_Gossamer_Penguin
Penguin_(disambiguation),Antarctic_Snow_Cruiser
Penguin_(disambiguation),Google_Penguin
Penguin_(disambiguation),Penguin_Award
Penguin_(disambiguation),Penguin_High_School
Penguin_(disambiguation),Pinguin_(disambiguation)
Precambrian,Rodinia
Precambrian,Glaciation
Precambrian,Huronian
Precambrian,Sturtian-Varangian
Precambrian,Snowball_Earth
Precambrian,Earth%27s_atmosphere
Precambrian,Oxygen
Precambrian,Molecular
Animal,Invertebrate
Animal,Nematode
Animal,Arthropod
Animal,Mollusc
Animal,Deuterostomes
Animal,Chordate
Animal,Vertebrate
Animal,Ediacaran_biota
Devonian,Proetida
Devonian,Palaeogeography
Devonian,Supercontinent
Devonian,Gondwana
Devonian,Siberia_(continent)
Devonian,Euramerica
Devonian,Torquay
Devonian,The_Great_Devonian_Controversy
Devonian,Roderick_Murchison
Permian,Permian_Basin_(North_America)
Permian,U.S._state
Permian,Texas
Permian,New_Mexico
Permian,"Inman_Valley,_South_Australia"
Permian,Glacial_striation
Permian,Late_Paleozoic_icehouse
Permian,Pennsylvanian_(geology)
Cambrian,Choanoflagellates
Cambrian,Cryptobiotic_soil
Cambrian,Continent
Cambrian,Supercontinent
Cambrian,Pannotia
Cambrian,Stratigraphy_of_the_Cambrian
Cambrian,Namibia
Megaannum,Federal_government_of_the_United_States
Megaannum,Educational_institution
Megaannum,Academic_term
Megaannum,Boston_Latin_School
Megaannum,Positive_correlation
Megaannum,Astronomical_month
Megaannum,Light-year
Megaannum,Unified_Code_for_Units_of_Measure
Triassic,Argentina
Triassic,Meyers_Konversations-Lexikon
Triassic,Lycophyte
Triassic,Cycad
Triassic,Ginkgophyta
Triassic,Ginkgo
Triassic,Ferns
Holocene,Flandrian_interglacial
Holocene,Human_species
Holocene,Technological_revolution
Holocene,Civilization
Holocene,Urban_culture
Holocene,Earth
Holocene,Ecosystem
Penguin,Eocene
Penguin,South_America
Penguin,Atlantic
Penguin,Oligocene
Penguin,Nordenskjoeld%27s_giant_penguin
Penguin,New_Zealand_giant_penguin
Sun,Solar_corona
Sun,Luminosity
Sun,Watt
Sun,Lumen_(unit)
Sun,Luminous_efficacy
Sun,Color_index
Sun,Radiance
Sun,Rotation
Sun,Axial_tilt
Earth,Moon
Earth,Quasi-satellite
Earth,Artificial_satellite
Earth,Space_debris
Flight_feather,Stall_(flight)
Flight_feather,Hoatzin
Flight_feather,Claw
Flight_feather,Finger
Flight_feather,Callus
Flight_feather,Rectricial_bulbs
Flight_feather,Ratite
Flight_feather,Grouse
Flight_feather,Ruffed_grouse
Season,Winter_storm
Season,Ice_storm
Season,Blizzard
Season,Ground_blizzard
Season,Snowsquall
Season,Precipitation
Season,Drizzle
Axial_tilt,Milankovitch_cycles
Axial_tilt,Planets
Axial_tilt,Fundamental_ephemeris
Axial_tilt,Observational_astronomy
Axial_tilt,Analytical_dynamics
Axial_tilt,Almanac
Axial_tilt,Astronomical_Almanac
Axial_tilt,Newcomb%27s_Tables_of_the_Sun
Axial_tilt,Tropical_year
Axial_tilt,Epoch_(astronomy)
Earth%27s_orbit,Kilometer
Earth%27s_orbit,Epoch_(astronomy)
Earth%27s_orbit,J2000.0
Earth%27s_orbit,Apsis
Earth%27s_orbit,Semi-major_axis
Earth%27s_orbit,Inclination
Earth%27s_orbit,Equator
Chordate,Cladistically
Chordate,Phylogenetically
Chordate,Vertebral_column
Chordate,Clade
Chordate,Craniate
Chordate,Skull
Chordate,Kryptopterus_vitreolus
Chordate,Spinal_cord
Taxonomy_(biology),Evolutionary_epistemology
Taxonomy_(biology),Evolutionary_ethics
Taxonomy_(biology),Evolutionary_game_theory
Taxonomy_(biology),Evolutionary_linguistics
Taxonomy_(biology),Evolutionary_medicine
Family_(biology),Section_(botany)
Family_(biology),Series_(botany)
Family_(biology),Species_complex
Family_(biology),Subspecies
Family_(biology),Variety_(botany)
Family_(biology),Form_(botany)
Emperor_penguin,Victoria_Land
Emperor_penguin,Amundsen_Bay
Emperor_penguin,Shelf_ice
Emperor_penguin,Sea_ice
Emperor_penguin,Snow_Island_(South_Shetland_Islands)
Emperor_penguin,Heard_Island_and_McDonald_Islands
Emperor_penguin,South_Georgia_and_the_South_Sandwich_Islands
Great_auk,Uria_aalge
Great_auk,Uria_lomvia
Great_auk,Alca_torda
Great_auk,Brachyramphus_marmoratus
Great_auk,Brachyramphus_brevirostris
Great_auk,Cepphus_grylle
Great_auk,Cepphus_columba
Great_auk,Cepphus_carbo
Great_auk,Yorktown_Formation
Orbital_period,Template_talk:Astrodynamics
Orbital_period,Astronomical_object
Orbital_period,Orbit
Orbital_period,Astronomy
Orbital_period,Planet
Orbital_period,Asteroid
Orbital_period,Sun
Standard_time,Nova_Scotia
Standard_time,Maine
Standard_time,United_States_Naval_Observatory
Standard_time,Harvard_College_Observatory
Standard_time,Yale_University_Observatory
Standard_time,1918_Standard_Time_Act
Danian,Australia
Danian,Scaniornis
Danian,North_Sea
Danian,Reptile
Danian,Turtle
Danian,Choristodera
Danian,Crocodile
Danian,Ammonites
Ordovician,Laurentia
Ordovician,North_America
Ordovician,Siberia_(continent)
Ordovician,Baltica
Ordovician,Supercontinent
Ordovician,Pannotia
Ordovician,Iapetus_Ocean
Ordovician,Avalonia
Carboniferous,Pennant_Sandstone
Carboniferous,Stage_(stratigraphy)
Carboniferous,Sea_level
Carboniferous,Inland_sea_(geology)
Carboniferous,Carbonate
Carboniferous,Gondwana
Carboniferous,Glacier
Carboniferous,Crinoids
Bird,Mesitornithiformes
Bird,Pterocliformes
Bird,Apodiformes
Bird,Caprimulgiformes
Bird,Cuculiformes
Bird,Otidiformes
Bird,Musophagiformes
Silurian,Earliest_known_life_forms
Silurian,Late_Heavy_Bombardment
Silurian,Geological_history_of_oxygen
Silurian,Great_Oxidation_Event
Silurian,Evolution_of_fungi
Penguin_(disambiguation),Penguin_(disambiguation)
Precambrian,Photosynthesis
Precambrian,Ecological_crisis
Precambrian,Great_Oxygenation_Event
Precambrian,Banded_iron_formation
Precambrian,Timetable_of_the_Precambrian
Precambrian,Timeline_of_the_evolutionary_history_of_life
Precambrian,Template_talk:Life_timeline
Animal,Precambrian
Animal,Phylum
Animal,Fossil_record
Animal,Marine_life
Animal,Cambrian_explosion
Animal,Gene
Animal,Aristotle%27s_biology
Animal,Systema_Naturae
Animal,Jean-Baptiste_Lamarck
Devonian,Adam_Sedgwick
Devonian,Henry_De_la_Beche
Devonian,George_Bellas_Greenough
Devonian,Stratum
Devonian,Annum
Devonian,North_America
Devonian,Mississippian_(geology)
Permian,Amazon_Basin_(sedimentary_basin)
Permian,Cyclothems
Permian,Milankovitch_cycles
Permian,Ice_age
Permian,Glacial_period
Permian,Interglacial
Permian,Transantarctic_Mountains
Permian,Siberian_Traps
Cambrian,Spain
Cambrian,Epoch_(geology)
Cambrian,Series_(stratigraphy)
Cambrian,Age_(geology)
Cambrian,Stage_(stratigraphy)
Cambrian,Global_Boundary_Stratotype_Section_and_Point
Cambrian,Middle_Cambrian
Megaannum,Axial_precession_(astronomy)
Megaannum,Sidereal_year
Megaannum,Orbit
Megaannum,J2000.0
Megaannum,Terrestrial_Time
Megaannum,Ecliptic_longitude
Megaannum,Apsis
Triassic,Horsetails
Triassic,Glossopteridales
Triassic,Spermatophyte
Triassic,Conifer
Triassic,Bennettitales
Triassic,Seed_fern
Triassic,Dicroidium
Triassic,Archaeplastida
Triassic,Phytoplankton
Holocene,Lithosphere
Holocene,Hydrosphere
Holocene,Atmosphere
Holocene,International_Union_of_Geological_Sciences
Holocene,Stratotype
Holocene,Speleothem
Holocene,Ice_core
Penguin,Paraphyletic
Penguin,Palaeeudyptinae
Penguin,Patagonia
Penguin,Antarctic
Penguin,Adaptive_radiation
Penguin,Seymour_Island
Penguin,Priabonian
Sun,Ecliptic
Sun,Galactic_plane
Sun,Right_ascension
Sun,Declination
Sun,Solar_rotation
Sun,Hydrogen
Sun,Helium
Sun,Oxygen
Earth,Geographical_pole
Earth,Flattening
Earth,ETRS89
Earth,Meridional
Earth,Volume
Earth,Volume_of_the_Earth
Earth,Mass
Flight_feather,Hazel_grouse
Flight_feather,Common_snipe
Flight_feather,Domestic_pigeon
Flight_feather,Moult
Flight_feather,Animal
Flight_feather,Ornithologist
Flight_feather,Long-tailed_paradise_whydah
Flight_feather,Broad-tailed_hummingbird
Flight_feather,Northern_lapwing
Season,Freezing_drizzle
Season,Graupel
Season,Hail
Season,Megacryometeor
Season,Ice_pellets
Season,Diamond_dust
Season,Rain
Season,Freezing_rain
Axial_tilt,Jet_Propulsion_Laboratory_Development_Ephemeris
Axial_tilt,Julian_year_(astronomy)
Axial_tilt,Minute_of_arc
Axial_tilt,Julian_day
Axial_tilt,Astronomical_nutation
Earth%27s_orbit,Invariable_plane
Earth%27s_orbit,Longitude_of_the_ascending_node
Earth%27s_orbit,Longitude_of_periapsis
Earth%27s_orbit,Argument_of_periapsis
Earth%27s_orbit,Orbital_period
Earth%27s_orbit,Tropic_of_Cancer
Chordate,Cartilage
Chordate,Dorsa
Chordate,Neural_tube
Chordate,Nervous_system
Chordate,Pharynx
Chordate,Throat
Chordate,Gill
Chordate,Filter_feeding
Chordate,Anus
Taxonomy_(biology),Evolutionary_neuroscience
Taxonomy_(biology),Evolutionary_physiology
Taxonomy_(biology),Evolutionary_psychology
Taxonomy_(biology),Experimental_evolution
Taxonomy_(biology),Phylogenetics
Taxonomy_(biology),Paleontology
Taxonomy_(biology),Selective_breeding
Taxonomy_(biology),Laboratory_experiments_of_speciation
Emperor_penguin,Antarctic_Circle
Emperor_penguin,Cape_Washington
Emperor_penguin,Coulman_Island
Emperor_penguin,Halley_Bay
Emperor_penguin,Cape_Colbeck
Emperor_penguin,Dibble_Glacier
Emperor_penguin,Cape_Crozier
Great_auk,North_Carolina
Great_auk,Mancalla
Great_auk,Praemancalla
Great_auk,Alcodes
Great_auk,Wood_engraving
Great_auk,Thomas_Bewick
Great_auk,A_History_of_British_Birds
Orbital_period,Moons
Orbital_period,Exoplanets
Orbital_period,Star
Standard_time,Coordinated_Universal_Time
Standard_time,Secretary_of_Commerce
Standard_time,National_Institute_of_Standards_and_Technology
Danian,Scaphitidae
Danian,Turkmenistan
Danian,Den_Store_Danske_Encyklop%C3%A6di
Danian,Cambridge_University_Press
Danian,Template_talk:Paleogene_footer
Danian,Template_talk:Geological_history_of_Earth
Danian,Quaternary
Ordovician,Rheic_Ocean
Ordovician,Taconic_orogeny
Ordovician,Marine_transgression
Ordovician,Volcanic_arc
Ordovician,Glacier
Ordovician,L_chondrite
Ordovician,Bivalvia
Ordovician,Aragonite
Carboniferous,Ammonites
Carboniferous,Unconformity
Carboniferous,Permo-Carboniferous_Glaciation
Carboniferous,Orogeny
Carboniferous,Supercontinent
Bird,Opisthocomiformes
Bird,Gruiformes
Bird,Paleocene
Bird,Charadriiformes
Bird,Gaviiformes
Silurian,Caveasphaera
Silurian,Ediacaran_biota
Silurian,Cambrian_explosion
Precambrian,Water
Precambrian,Unicellular_organism
Precambrian,Evolution_of_photosynthesis
Animal,Ernst_Haeckel
Animal,Protozoa
Animal,Molecular_phylogenetics
Animal,Taxon
Animal,Human_uses_of_animals
Animal,Meat
Devonian,Old_Red_Sandstone
Devonian,Sampling_bias
Permian,Hercosestria
Permian,Reef
Permian,Fossil
Cambrian,Trilobite_zone
Cambrian,Faunal_stages
Cambrian,Trempealeauan
Cambrian,Franconian_(Stage)
Megaannum,Perihelion
Megaannum,Aphelion
Megaannum,Draconic_period
Triassic,Cyanobacteria
Triassic,Utah
Triassic,Ocean
Triassic,Coral
Triassic,Reefs
Triassic,Serpulidae
Triassic,Microconchids
Holocene,Mount_Logan
Holocene,Ancient_Greek
Holocene,Before_present
Penguin,Monophyletic
Sun,Carbon
Sun,Iron
Sun,Neon
Sun,Nitrogen
Earth,Solar_mass
Earth,Density
Flight_feather,American_woodcock
Season,Cloudburst
Season,Snow
Season,Rain_and_snow_mixed
Axial_tilt,Formation_and_evolution_of_the_Solar_System
Axial_tilt,Numerical_methods
Axial_tilt,Addend
Earth%27s_orbit,Tropic_of_Capricorn
Earth%27s_orbit,Stability_of_the_Solar_System
Earth%27s_orbit,Laplace
Earth%27s_orbit,Joseph_Louis_Lagrange
Earth%27s_orbit,Gauss
Chordate,Endostyle
Chordate,Ventral
Chordate,Mucus
Chordate,Esophagus
Taxonomy_(biology),Sociobiology
Taxonomy_(biology),Systematics
Taxonomy_(biology),Universal_Darwinism
Taxonomy_(biology),Evolution_as_fact_and_theory
Taxonomy_(biology),Social_effects_of_evolutionary_theory
Taxonomy_(biology),Creation%E2%80%93evolution_controversy
Emperor_penguin,Ross_Sea
Emperor_penguin,Discovery_Expedition
Great_auk,Carolus_Clusius
Great_auk,Specific_name_(zoology)
Great_auk,Latin
Orbital_period,Binary_star
Standard_time,United_States_Navy
Standard_time,North_America_Railway_Hall_of_Fame
Danian,Holocene
Danian,Pleistocene
Danian,Pliocene
Ordovician,Waynesville_Formation
Ordovician,Calcite_sea
Ordovician,Calcite
Carboniferous,Continent
Carboniferous,Laurussia
Carboniferous,Variscan_orogeny
Carboniferous,Alleghenian_orogeny
Carboniferous,Appalachian_Mountains
Carboniferous,Ouachita_Mountains
Bird,Procellariiformes
Bird,Sphenisciformes
Bird,Ciconiiformes
Bird,Suliformes
Bird,Pelecaniformes
Silurian,Tetrapoda
Silurian,Ape
Silurian,Phanerozoic
Silurian,Proterozoic
Silurian,Archean
Silurian,Hadean
Silurian,Mesoarchean
Precambrian,Eukaryote
Precambrian,Multicellular_organism
Precambrian,Arthropod
Precambrian,Mollusca
Precambrian,Evolutionary_history_of_plants
Precambrian,Dinosaur
Precambrian,Mammal
Animal,Milk
Animal,Egg
Animal,Leather
Animal,Wool
Animal,Pet
Animal,Working_animal
Animal,Hunting_dog
Animal,Embryo
Animal,Alga
Devonian,Western_Europe
Devonian,Equator
Devonian,Fossil
Devonian,Climate
Devonian,Geologic_time_scale
Devonian,South_America
Devonian,Temperate_climate
Devonian,Series_(stratigraphy)
Permian,Mollusca
Permian,Echinoderm
Permian,Brachiopod
Cambrian,Archeocyathid
Cambrian,Poleta_formation
Cambrian,Death_Valley
Cambrian,Small_shelly_fossils
Cambrian,Ediacara_biota
Cambrian,Carbon-13
Cambrian,Plate_reconstruction
Cambrian,Laurentia
Megaannum,Lunar_node
Megaannum,Eclipse
Megaannum,Eclipse_season
Megaannum,Lunar_precession
Megaannum,Full_moon_cycle
Megaannum,Perigee
Triassic,Cephalopod
Triassic,Actinopterygians
Triassic,Megabias
Triassic,Sauropterygia
Triassic,Pachypleurosaurus
Triassic,Nothosaur
Holocene,Marine_transgression
Holocene,Wisconsin_glaciation
Holocene,Weichselian_glaciation
Holocene,Llanquihue_glaciation
Holocene,Chronozone
Holocene,Boreal_(period)
Holocene,Radiocarbon_dating
Holocene,Blytt-Sernander_sequence
Penguin,Anthropornis_nordenskjoeldi
Penguin,Icadyptes_salasi
Penguin,Peru
Penguin,Toothed_whale
Penguin,Clade
Penguin,Antarctic_Peninsula
Penguin,Autapomorph
Sun,Silicon
Sun,Magnesium
Sun,Sulphur
Sun,Star
Sun,Solar_System
Sun,Sphere
Sun,Plasma_(physics)
Sun,Incandescence
Sun,Nuclear_fusion
Sun,Energy
Earth,Surface_gravity
Earth,Gravity_of_Earth
Earth,Moment_of_inertia_factor
Earth,Escape_velocity
Earth,Rotation_period
Earth,Axial_tilt
Flight_feather,Club-winged_manakin
Flight_feather,Stridulation
Flight_feather,Wilson%27s_snipe
Flight_feather,Standard-winged_nightjar
Flight_feather,Pennant-winged_nightjar
Flight_feather,Ring-necked_pheasant
Flight_feather,Indigobird
Season,Snow_grains
Season,Snow_roller
Season,Slush
Season,Index_of_meteorology_articles
Season,Air_pollution
Season,Atmosphere
Season,Atmospheric_chemistry
Axial_tilt,Moon
Axial_tilt,Orbital_resonance
Axial_tilt,Stability_of_the_Solar_System
Earth%27s_orbit,Henri_Poincar%C3%A9
Earth%27s_orbit,Kolmogorov
Earth%27s_orbit,Vladimir_Arnold
Earth%27s_orbit,J%C3%BCrgen_Moser
Chordate,Iodine
Chordate,Thyroid
Chordate,Deuterostomes
Chordate,Body_plan
Taxonomy_(biology),Objections_to_evolution
Emperor_penguin,Terra_Nova_Expedition
Emperor_penguin,Least_concern
Emperor_penguin,Near_threatened
Emperor_penguin,World_Conservation_Union
Emperor_penguin,Endangered_Species_Act
Emperor_penguin,Effects_of_global_warming
Great_auk,Flight_feather
Great_auk,Vikings
Great_auk,Inuit
Great_auk,Convergent_evolution
Great_auk,Whaling
Great_auk,John_Gerrard_Keulemans
Great_auk,Mancallinae
Orbital_period,Solar_System
Orbital_period,Fixed_stars
Orbital_period,Celestial_sphere
Orbital_period,Jupiter
Orbital_period,Alpha_Centauri
Orbital_period,Conjunction_(astronomy)
Standard_time,Dominion_of_Newfoundland
Standard_time,Atlantic_Time_Zone
Standard_time,UTC-03:00
Standard_time,Newfoundland_Time_Zone
Standard_time,UTC%2B00:20
Standard_time,Amsterdam
Danian,Early_Cretaceous
Danian,Late_Jurassic
Danian,Middle_Jurassic
Ordovician,Calcium_carbonate
Ordovician,Carbonate_hardgrounds
Ordovician,Ooid
Ordovician,Greenhouse_and_icehouse_Earth
Carboniferous,Eurasian_plate
Carboniferous,Mesozoic
Carboniferous,South_China_(continent)
Carboniferous,Laurasia
Bird,Eurypygiformes
Bird,Phaethontiformes
Bird,Cathartiformes
Bird,Accipitriformes
Bird,Strigiformes
Silurian,Huronian_glaciation
Silurian,Cryogenian
Silurian,Andean-Saharan_glaciation
Silurian,Karoo_Ice_Age
Silurian,Quaternary_glaciation
Precambrian,Aves
Precambrian,Primate
Precambrian,Early_Earth
Precambrian,Age_of_Earth
Precambrian,Origin_of_water_on_Earth
Precambrian,Late_Heavy_Bombardment
Animal,Autotroph
Animal,Aerobic_respiration
Animal,Biological_life_cycle
Devonian,Bactritida
Devonian,Nautiloidea
Devonian,Agoniatitida
Devonian,Goniatite
Devonian,Clymeniida
Devonian,Cephalopod
Devonian,Mesozoic
Permian,Invertebrate
Permian,Fusulinida
Permian,Protist
Permian,Foraminifera
Permian,Ammonoidea
Permian,Cephalopod
Cambrian,Baltica
Cambrian,Siberia_(continent)
Cambrian,Gondwana
Cambrian,Snowball_Earth
Cambrian,Ice_cap
Megaannum,Full_moon
Megaannum,Month
Megaannum,Lunar_year
Megaannum,Muslims
Triassic,Placodont
Triassic,Plesiosaur
Triassic,Thalattosauria
Triassic,Askeptosaurus
Triassic,Ichthyosaur
Holocene,Peat_moss
Holocene,Eurasia
Holocene,North_America
Holocene,Northern_Europe
Holocene,Climate_variability_and_change
Holocene,Paleontologists
Holocene,Faunal_stage
Penguin,Adaptation_(biology)
Penguin,Habitat
Penguin,Burdigalian
Penguin,Miocene
Penguin,Carotenoid
Penguin,Antarctic_Circumpolar_Current
Penguin,Chattian
Penguin,Pliocene
Sun,Light
Sun,Infrared
Sun,Life
Sun,Earth
Sun,Solar_mass
Earth,Albedo
Earth,Geometric_albedo
Earth,Bond_albedo
Earth,Temperature
Earth,Kelvin
Earth,Atmospheric_pressure
Earth,Pascal_(unit)
Earth,Sea_level
Earth,Nitrogen
Flight_feather,Lyrebird
Flight_feather,Bird-of-paradise
Flight_feather,Ribbon-tailed_astrapia
Flight_feather,Magnificent_bird-of-paradise
Flight_feather,Woodcreeper
Flight_feather,Treecreeper
Flight_feather,Double-wattled_cassowary
Flight_feather,Tachyeres
Flight_feather,Titicaca_grebe
Season,Atmospheric_convection
Season,Atmospheric_physics
Season,Atmospheric_river
Season,Climate
Season,Cloud_physics
Season,Fog
Season,Fog_season
Axial_tilt,Orbit_of_the_Moon
Axial_tilt,Tidal_acceleration
Axial_tilt,Planetary_core
Axial_tilt,Mantle_(geology)
Axial_tilt,Mercury_(planet)
Axial_tilt,Mars
Axial_tilt,NASA
Earth%27s_orbit,Jacques_Laskar
Earth%27s_orbit,N-body_problem
Earth%27s_orbit,Earth_phase
Earth%27s_orbit,Earth%27s_rotation
Earth%27s_orbit,Geocentric_orbit
Earth%27s_orbit,Spaceship_Earth
Earth%27s_orbit,Secular_phenomena
Earth%27s_orbit,Frequency
Earth%27s_orbit,National_Aeronautics_and_Space_Administration
Chordate,Peritoneum
Chordate,Mesoderm
Chordate,"Taxonomy_of_invertebrates_(Brusca_%26_Brusca,_2003)"
Chordate,Alimentary_canal
Chordate,Atriopore
Chordate,Vestibule_of_mouth
Chordate,Cilium
Taxonomy_(biology),Level_of_support_for_evolution
Taxonomy_(biology),Index_of_evolutionary_biology_articles
Taxonomy_(biology),Template_talk:Evolutionary_biology
Taxonomy_(biology),Biology
Emperor_penguin,Habitat_destruction
Emperor_penguin,Ad%C3%A9lie_Land
Emperor_penguin,El_Ni%C3%B1o
Emperor_penguin,Woods_Hole_Oceanographic_Institution
Emperor_penguin,Terre_Ad%C3%A9lie
Emperor_penguin,Social_animal
Emperor_penguin,Physiology
Emperor_penguin,McMurdo_Sound
Great_auk,Moult
Great_auk,Wing
Great_auk,Ontogenic
Great_auk,Stac_an_Armin
Great_auk,"St._Kilda,_Scotland"
Great_auk,Faroe_Islands
Great_auk,Iberian_Peninsula
Great_auk,Cosquer_Cave
Orbital_period,Opposition_(astronomy)
Orbital_period,Orbital_resonance
Orbital_period,General_relativity
Orbital_period,Astrometry
Orbital_period,Periodic_function
Standard_time,Loenen_aan_de_Vecht
Standard_time,Gorinchem
Standard_time,London
Standard_time,Berlin
Standard_time,Central_European_Time
Standard_time,Time_in_New_Zealand
Standard_time,Telegraph
Standard_time,Wellington
Standard_time,James_Hector
Standard_time,Meridian_(geography)
Danian,Early_Jurassic
Danian,Late_Triassic
Danian,Middle_Triassic
Danian,Early_Triassic
Danian,Paleozoic
Danian,Lopingian
Danian,Guadalupian
Danian,Cisuralian
Ordovician,Late_Ordovician_glaciation
Ordovician,Europe
Ordovician,Panthalassic_Ocean
Ordovician,Proto-Tethys_Ocean
Ordovician,Paleo-Tethys_Ocean
Ordovician,Khanty_Ocean
Carboniferous,Panthalassa
Carboniferous,Paleo-Tethys
Carboniferous,Rheic_Ocean
Carboniferous,South_America
Carboniferous,North_America
Carboniferous,Ural_Ocean
Carboniferous,Baltica
Carboniferous,Proto-Tethys_Ocean
Carboniferous,North_China_(continent)
Bird,Coliiformes
Bird,Leptosomiformes
Bird,Trogoniformes
Bird,Bucerotiformes
Bird,Coraciiformes
Bird,Piciformes
Bird,Cariamiformes
Bird,Falconiformes
Silurian,Timeline_of_glaciation
Silurian,Francevillian_biota
Silurian,Myr
Silurian,Stratum
Silurian,Wales
Precambrian,Geological_history_of_oxygen
Precambrian,Great_Oxidation_Event
Precambrian,Evolution_of_fungi
Precambrian,Caveasphaera
Precambrian,Tetrapoda
Precambrian,Ape
Precambrian,Huronian_glaciation
Animal,Coral
Animal,Mussel
Animal,Barnacle
Animal,Sessility_(motility)
Animal,Cellular_differentiation
Animal,Extracellular_matrix
Animal,Collagen
Animal,Glycoprotein
Devonian,Agnathan
Devonian,Gnathostomata
Devonian,Glacier
Devonian,Apatite
Devonian,Reef
Permian,Nautilus
Permian,Trilobite
Permian,Conodonts
Permian,Fungus
Permian,Arthropod
Permian,List_of_Permian_tetrapods
Permian,Swamp
Cambrian,Baltoscandia
Cambrian,Transgression_(geology)
Cambrian,Sub-Cambrian_peneplain
Cambrian,Inland_sea_(geology)
Cambrian,South_Pole
Cambrian,Marpolia
Cambrian,Land_plant
Cambrian,Embryophyte
Cambrian,Timeline_of_the_evolutionary_history_of_life
Megaannum,Muslim_holidays
Megaannum,Ramadan
Megaannum,Ethiopian_calendar
Megaannum,Egyptian_calendar
Megaannum,Iranian_calendar
Megaannum,Armenian_calendar
Triassic,Saurichthys
Triassic,Birgeria
Triassic,Lungfish
Triassic,Ceratodus
Triassic,Temnospondyls
Triassic,Tupilakosaurus
Triassic,Thabanchuia
Holocene,Mesolithic
